x,y
3125.0,2673.0
3165.4197,739.263
1905.5,1661.7468
851.5,3843.2532
2479.0,1899.3848
3869.2532,1817.5385
1219.0673,3542.7112
3267.3877,53.839745
1127.0,1347.0
3792.295,1337.2147
136.74048,2496.1633
1033.0,134.0
78.32051,3949.0
60.0,3544.7305
3949.9133,3944.5
2652.0,2939.5898
2148.0,3409.0
2834.795,3947.3203
3257.6025,1430.2821
610.4071,2330.5
3942.545,3328.795
2631.7434,1041.6633
3871.3877,883.8397
2239.705,3948.3108
287.5,1802.4775
2944.0,1819.7949
50.0,812.0
3409.0,3942.8652
2796.4102,54.0
3879.3782,52.0
531.1797,541.2051
1738.237,2395.7114
3487.9326,2257.5
606.0673,55.5
398.83975,1205.0865
3632.0,483.58984
2320.3203,471.54175
830.7949,3049.6218
2247.5,2473.8684
1585.4551,3077.3398
1631.5898,682.58984
1546.0,170.79492
1551.7051,3946.4583
3946.2725,2334.5
61.839745,136.02887
2850.0193,2342.0
1012.7276,2104.5
2009.0,84.0
3044.0,3286.0
53.5,3080.7468
