x,y
3074.0,3922.3267
3947.5,1981.9712
1450.3782,3917.0703
607.7949,3037.0
67.0,2374.487
3845.5,1020.2724
1315.0,527.0
51.0,3906.0
1138.6506,3326.5
2005.0,3291.6602
3388.5,1230.6122
558.77875,783.2949
2635.2754,70.339745
101.746826,1933.6666
3003.5898,1661.7949
3944.0,50.98076
1138.7275,1015.7886
580.49365,58.79492
90.349365,59.29492
1937.5898,1391.0
3322.0,3488.4102
2088.5,61.458633
2401.0,3806.0
1970.9102,1916.3174
3294.205,52.0
646.58984,2049.205
3108.2532,2494.019
100.68911,1139.8013
961.0,1496.2051
3928.0,2796.0
3933.5,3271.234
3621.0,1571.3397
738.4711,3819.5798
70.0,2818.4102
2493.7725,1737.8428
3619.4102,620.6603
1777.0,451.38477
2153.0898,2387.2725
2481.6152,3366.3398
2868.4746,2913.952
2359.205,567.61523
1915.2725,3901.5
1754.0,2835.7114
1310.0,2189.6602
3848.705,3948.9712
1472.0,88.0
3045.3848,836.6603
51.0,3383.0
3532.282,2345.0
84.349365,606.5192
