x,y
2855.0,2440.0
61.0,2608.0
1625.237,212.98076
1847.343,1323.138
162.34282,3945.5
3866.5,532.13776
1002.0642,188.38475
2617.0,3016.795
3935.0,3949.0
54.384758,3163.0
1385.0,3779.0
2305.3398,1742.0
1080.5448,1501.3206
2485.2754,3949.0
439.0,3616.923
3059.0,361.79492
2457.0,936.4167
3653.9712,3657.5
1892.3878,3867.705
107.727585,101.35918
3556.0,901.3397
2850.6506,3646.5
3919.6633,1971.4615
80.5,1933.1443
1224.0,733.0
3948.0,2886.3203
3948.0,59.0
115.22451,681.9519
3807.7275,3275.5
3311.795,3268.0
3320.205,3935.0
625.8397,2623.2405
2892.0,1656.0
1249.2949,3088.8237
2041.343,141.63159
619.0673,1082.0898
552.3397,102.0
3235.0,2215.5898
1157.0,2619.75
988.0,3926.0
2017.7949,2462.6602
877.76587,3362.8877
3591.4102,2595.5898
3264.423,1240.7275
3432.7275,147.5
2000.0,3102.9934
2648.0,123.0
124.0,1176.0
1523.5898,2170.5898
3889.0,1324.0
