x,y
719.0,3860.0
3944.25,3941.2437
3577.7468,3479.5
425.69894,1378.0288
74.29492,3949.3494
1725.0,3876.0
2517.0,1813.0
1297.452,447.263
867.0,368.0
280.8334,2084.2627
86.00962,2975.4038
51.349365,68.5
3856.1633,1774.2275
3884.6602,630.6603
1942.0,3267.769
1419.3013,1028.7949
3500.0,3943.0
1072.2051,1941.2051
3229.5,2427.0288
2128.0,1327.0
3318.5,3024.0288
2553.5,2691.2725
3906.6406,52.39746
2869.5898,2113.795
3878.1506,1176.7532
863.7949,1026.4552
3944.0,2886.0
1255.3269,3248.1443
712.843,2639.5
2131.0,875.0
2831.0288,3103.5
1513.0898,1698.0288
3466.795,100.0
75.17949,982.2917
2986.0,1065.5256
3949.6602,2269.0
1597.7468,81.12177
2974.6602,110.0
2173.1506,3875.2275
313.79492,557.0
3141.2178,1788.6218
76.0,3484.3203
2305.824,76.839745
593.5,3277.7468
1177.0,2473.8203
3371.0,620.38477
2845.6826,3856.705
1587.5,2973.7915
2180.5,2219.0288
1263.0,3870.0
