x,y
2611.2532,1223.1603
1762.7468,2190.705
959.0,507.0
3361.2244,58.833397
1894.9102,2908.2725
2956.795,302.38477
3514.0,1250.3848
2040.5481,3321.2468
1245.6891,3441.3652
592.58984,2021.6603
3265.0,820.0
1795.0737,58.34954
809.5,1453.3494
2347.0,1859.0
3947.516,54.5
3118.5,1392.7468
492.20508,590.0
464.33975,3322.0
92.33667,2883.5
2578.0,3308.0
1416.2532,3891.9102
327.6795,3943.0
100.42958,2292.9905
3324.6506,2034.5
3088.5,3207.3494
1333.0,1468.2051
1341.2532,52.820503
2347.0,3913.0
3948.5,1037.1763
106.79492,1087.2051
2318.6797,50.67949
92.349365,1619.782
2831.795,3918.0
1283.7021,2369.705
774.92957,2538.0
3947.0,3899.282
3931.3398,1714.0
3321.7854,3917.1602
3625.1443,2903.5
569.0,72.0
1798.1794,939.7468
832.5,3774.407
2783.6506,2237.5
3945.9712,2531.5
97.227585,243.77242
3315.2246,2547.2532
3949.1152,3179.0095
71.0,3467.0
2481.6797,2747.6506
1916.0,3940.0
