x,y
159.34937,57.089836
1844.641,1013.41016
808.5,87.650635
1417.9712,2439.5962
2406.0,76.38476
3905.6152,2425.0
1276.8203,3296.0898
3291.0,620.86536
956.58984,2016.0
866.41016,2532.0
747.61523,3898.6602
3886.6602,3949.9614
65.019424,1357.0288
2554.0,1318.2244
3906.5,1989.516
770.0,1055.7245
1288.5898,3915.3203
1120.0,642.0
2165.5,1633.6506
2979.0,2879.3398
3949.0,393.0
116.0,2757.4678
3106.9712,2283.5
3054.6218,1031.0
3866.705,3173.2917
2556.795,736.6603
3773.952,892.5
273.38477,3906.0
3911.6602,1541.2051
54.227585,641.7405
1267.0,1633.0
1433.5,1164.2532
2984.205,56.0
2338.6152,3948.6152
3519.7468,54.5
1723.0,1631.5898
2791.0,3868.0
1309.3685,93.5
746.2147,3294.1152
2484.795,3292.4102
3559.1057,2682.5383
1814.4456,3901.5
3081.3494,3510.8398
1805.5225,2892.3076
3537.5,1323.3367
1852.7468,81.5
102.0,2114.0
2524.295,2052.8684
120.339745,3496.6602
3513.5,3477.7468
