x,y
2683.5703,1818.9904
3203.5,3919.9712
2688.4712,3906.0864
1394.6603,2876.6602
2019.4102,1300.0
1762.5,3948.7595
3440.3494,1833.4807
2563.0354,3195.5
3930.5,63.727585
56.727585,971.91016
3915.295,3510.349
3556.0317,690.0866
1107.5448,1088.4552
977.7051,2390.9326
3092.6987,3379.0
3929.5,2385.048
2615.7532,563.2149
57.0,2028.7949
3912.0,2965.0
1921.5898,1828.0
692.91016,2872.9329
3933.205,1176.0
2104.093,753.68933
3843.0,3940.0
3946.205,1834.0
58.5,2465.2532
752.9711,3948.1152
56.253174,537.7501
1369.7468,2157.705
2233.0,98.0
132.33975,52.384758
1547.4102,935.0
2792.795,95.20508
2061.5,3117.7595
3361.5898,3059.4102
3009.2275,1272.6377
1278.0,3949.8652
2161.3494,3896.5
553.7949,1834.0
84.971146,3943.5
1214.2468,98.32378
1882.7949,2571.0
3530.3877,2341.5674
64.0,1531.5898
54.529053,3138.705
2429.0,2267.0
3236.0674,92.17949
806.00964,246.19873
2990.4038,2352.2532
1673.7179,97.0
