x,y
2119.3398,743.0
603.3397,2366.4102
2777.5,54.368603
895.58984,755.0
659.7949,3939.5063
3829.5,1524.8237
3264.0383,3891.205
1506.2051,3491.4102
72.29492,1722.6506
3947.0,571.3397
55.849365,3948.0735
2944.439,2026.1411
2415.4807,2311.2532
2613.3848,2919.0
1332.0,3946.6602
630.67944,115.79492
2674.5,753.2532
2820.0,3810.9424
3360.705,761.5929
1541.6378,62.63774
2566.7854,1438.8848
1728.2405,2315.705
3912.5,2787.125
1133.0,3058.0
2081.4102,2723.0
3939.6506,992.1603
3950.0,70.8334
85.0,2264.795
3269.5,1409.2532
3042.0,2679.0
2090.4102,60.0
1103.0448,1383.6506
76.717964,1171.0
649.3397,1508.7372
2368.3494,3930.5
1621.8367,1203.7532
1372.0,1889.0
615.2051,3060.795
1982.9807,3320.0
3896.1602,3894.6506
3461.1636,154.5
87.7245,108.0
3928.3013,2250.0
3122.0,3108.0
3910.1602,3352.7275
1627.2532,2889.9102
1861.0,3931.3398
55.0,3275.0
78.37822,613.95496
1037.6152,2525.0
