x,y
115.38476,568.0
882.6443,1727.2468
669.8397,273.93268
2158.205,3691.6602
3508.4102,3723.3782
1550.0,3369.0
3564.5,2160.7468
3403.2532,1084.6346
1311.3494,133.16025
654.58984,2773.5063
3191.3494,1698.5
1145.0,3331.0
79.839745,2687.2532
3127.6602,3388.0
3479.0928,57.644287
52.0,3890.0
3104.0,2422.0
1271.5,2188.3428
2281.0,1524.1797
3928.0,1952.3848
341.65063,1636.7821
2411.0,135.0
2365.045,1033.2051
2622.2754,3944.0
3947.5,50.881493
3940.8684,2614.5
2542.6602,3371.0
1909.4102,126.0
1386.5,1634.6572
1538.3654,3947.2532
2108.0,2290.6152
1010.7949,3943.0
1135.6152,2851.545
113.0,1041.0
1733.0896,1231.0
3924.705,809.0289
2750.8398,1345.2532
125.471146,3462.375
54.0,1983.0
3930.7532,3132.7532
2005.5,2802.3494
1832.8782,613.76605
3941.8494,1423.8878
2892.795,2994.0
2939.2532,58.5
107.339745,69.0
3903.3203,3949.0
553.4392,965.2276
745.0,3475.205
522.0,2161.0
