x,y
3932.5,470.31088
3947.455,50.339745
109.51943,467.58984
3460.7083,1805.6731
3018.0,170.9296
76.70508,2384.7275
550.2051,2656.205
3949.0,3682.0
563.0,2111.0
726.76953,583.30133
1867.3397,1643.4102
3895.6506,1420.5
2763.7659,2685.2595
2106.6506,3593.5
3258.0898,811.2532
3240.237,2419.4102
294.58984,3275.0
1673.2501,1099.3782
3514.6602,3759.6602
1270.0,1739.6603
1189.5,1281.6506
3074.6152,3230.205
3785.0,877.0
572.87823,3927.6506
1881.0,2631.173
3912.0,2071.3398
1995.3367,180.5
2299.0,1899.5898
1494.5,175.72758
1248.0,2657.0
1352.0288,3662.1602
2510.9712,3834.1602
1829.0,3928.6797
2886.0,1269.763
985.0,3920.0
112.5,1520.6122
823.0,3472.4102
686.0,1534.2051
2269.0,3117.0
2549.926,170.5
58.0,53.339745
118.0,1041.5898
3049.0288,3927.1152
2441.6152,699.0
1718.0,3363.0
1052.0,172.33975
3930.0,2664.3398
85.0,2915.0
59.5,3940.2532
3621.8877,3042.8398
