x,y
3924.3494,56.45498
851.5,3492.2659
1073.843,1152.6732
2814.1602,3926.9836
3064.0032,163.1795
2021.4165,2270.7983
2033.5898,3056.7817
3789.0,2871.3203
1792.1603,3470.6506
572.0,3946.0
2399.7532,603.5354
1705.2821,3926.0
586.2532,1249.0898
2821.1506,946.3942
1239.3397,3932.2754
1277.6506,2119.0063
3320.5,1558.2532
83.58984,3209.109
96.339745,625.0
63.339745,1330.3397
1369.0,1510.0
3497.6152,2029.0
2619.0,3057.0
1104.5448,2850.0
3914.6602,773.38477
453.25952,2997.5288
1235.5,73.73413
3853.3494,3925.6152
1842.3782,76.37822
3312.205,3925.0
710.0,540.0
1992.5096,942.23413
660.5289,2332.8494
2710.795,2498.0
1532.955,441.0
122.0,2421.3782
3460.3398,846.3397
3295.0,2682.795
2177.0,3931.923
2233.0,1623.5579
237.0,1854.0
58.849365,3948.452
3452.0,62.0
793.9711,71.5
3945.0,2432.0
3920.0,1772.3397
2326.3398,152.38475
85.37822,51.0
2784.75,2041.0
3587.0671,3470.2883
