x,y
2096.0,86.0
1092.8848,3792.9712
3940.205,3873.0
666.5,3288.2659
57.849365,80.09292
52.52886,2526.7532
678.84937,3948.7725
3725.4102,2240.6797
543.0,603.7949
1380.5,2672.4583
1949.0,2671.0
1184.3878,403.5
2981.2305,2673.3013
434.93268,1259.5
89.971146,1676.2756
801.00964,1691.7755
3868.2532,613.2949
339.0,2878.0193
3948.5,2827.234
2349.0,966.92957
1489.0288,1967.5
3229.4133,845.5608
3451.8203,1423.9327
2609.0,1414.1924
3509.0354,3310.5
3532.2532,3944.9102
2548.2532,3643.8398
1151.1346,1418.5961
763.0673,50.5
3191.0,94.25009
3224.0,2074.0
3091.4102,3551.3398
2870.6602,1870.0
2900.0,3944.0
3946.2532,1113.7051
2681.6602,90.0
1618.0,3468.4102
1697.9584,717.3076
1306.0,3089.0
3934.0,1715.4552
53.5,786.4583
1777.5,1286.6891
64.5,3845.7468
2242.5,1849.324
2323.2725,3093.5
1698.5,229.27242
3886.6602,61.0
2042.4552,3937.0
60.0,3401.8652
692.0,2310.6602
