x,y
1441.2532,2080.5703
2101.5254,3942.205
3030.388,80.5
1788.7982,1432.5096
3555.295,2654.8557
3095.5,1229.7341
692.7468,3900.5
838.0,2321.795
76.79492,3927.0
2634.4102,3280.0
3912.0,1118.7949
757.9808,2894.0
3851.0,3825.0
2375.0,1204.3397
1162.0,3901.8652
1066.0223,60.5
3693.0,3358.0
311.16025,57.650635
1245.5481,3273.8494
2657.3108,3940.5
3423.3398,844.0
561.5,875.73413
3195.205,3091.0
2245.9326,2257.327
3461.0,1697.0
3916.0,203.0
1930.1316,58.29492
56.794918,2747.6602
3326.2532,3829.8975
1727.3397,2427.077
2531.5,1908.6122
1301.7501,1049.2532
1714.8494,3270.9775
3921.8398,1786.2725
86.0,1658.6218
938.5,1481.9326
1835.7725,577.7532
2804.1348,1580.1797
58.246826,3318.4133
3945.5,2999.6506
230.58984,497.38477
1598.0,3866.8076
2221.0,3280.0
2470.2532,708.2949
53.227585,961.84937
3462.8684,2178.5
3462.7468,120.5
61.0,2290.5898
2577.0,86.0
3932.6506,2338.295
