x,y
3303.4456,84.5
2988.9905,830.2949
2542.5,1084.1058
873.2501,3946.0
1161.9102,1006.7276
2929.5,1714.4456
2815.0,2422.0
1443.4135,3926.1826
1768.4583,3355.25
3416.0,909.58984
3854.8782,2921.7468
1064.5865,1621.7532
1952.3848,3824.0
1691.0,2152.8652
59.5,685.0481
2336.1252,77.88475
2221.4326,576.2468
62.0,1999.4552
586.5,1001.2532
3944.5,697.2724
64.90708,3949.4712
1576.0,664.37823
3896.0288,1294.5
3291.5,3947.8684
3884.0,2222.5898
3034.4102,3521.5256
693.3397,76.0
2076.955,1662.0
3882.5,3949.2725
1886.0,2706.795
970.4775,3052.6348
2863.3398,83.79492
671.50653,2535.5671
3445.7595,2298.5
3775.4775,3386.5
3891.0,1741.0
83.40708,2851.5
53.227585,1282.8494
2185.0,3251.795
83.5706,3342.0
1280.3782,94.45518
2714.0,2955.6152
3942.5,98.253174
1775.9807,92.0
2372.0,2419.4102
528.0,1717.0
1166.5898,2231.0
69.746826,50.839745
2532.6602,3947.0
1742.5,1124.0354
