x,y
2407.3718,2447.952
2459.0,575.7949
1620.5898,1248.2051
3920.9583,2172.4712
3304.939,1399.3623
3293.795,3947.0
2689.205,2956.0
1144.2725,130.59619
3949.2725,88.29492
3548.5,781.2724
57.5,1198.7468
1917.9552,3074.2532
1211.3206,3938.6794
2303.045,1816.1443
141.0,547.0
349.33975,3923.0
1030.8237,1971.5
945.7276,2473.218
3117.3398,2876.6602
3863.4805,3263.0
55.0,1990.0
3897.1602,3936.9712
3131.295,3492.9521
2458.9326,1044.7693
2015.7725,3899.5095
3939.0,918.6603
2249.0,3483.0
2595.4102,179.62178
555.0,1019.0
1482.2725,3451.756
1059.0,822.58984
3031.8494,698.7532
454.5,1536.202
3943.5,2756.3108
3502.5,2651.2532
1721.5898,613.0
364.34937,3247.9102
2530.6602,3814.0
3918.6152,1484.9038
1628.0,123.0
2725.705,1713.7214
73.0,3588.0
401.4296,2663.7468
3207.0,2158.0703
136.25317,75.82051
1888.2468,2349.2468
1715.0,1834.0
819.5,3323.6506
50.0,2867.0
3329.205,221.0
