x,y
2851.7532,3945.7725
1923.0288,3912.1218
2099.795,2367.3848
1685.0,3130.6602
3895.7275,3936.5
2765.8206,56.522507
2276.1797,57.0
1152.6506,1376.8397
1594.6763,2559.4326
1147.7245,71.0
3448.0867,3938.9102
3079.0,2768.0
631.5,2034.2725
123.82705,516.99036
1354.3397,3920.5256
2553.173,2198.8652
3927.5,1553.6891
1067.5995,2571.5
3934.6602,1081.3848
3283.5,1927.6633
3903.5,3438.2659
2879.205,1292.4167
2662.5,2917.3428
3655.7468,591.1603
52.839745,1843.9519
1803.0,1874.0
695.5,72.746826
2162.0,609.58984
3279.295,1221.8557
567.0,3117.0
64.5,3409.9133
3934.6602,2612.0
2188.0,3100.0
745.23413,1031.4519
50.5,2505.0288
57.79492,3905.3203
1141.7468,826.08984
2683.0898,698.2724
3500.5,2615.3428
700.2949,3898.0222
1707.3848,54.0
55.29492,1241.7468
3933.4102,132.0
207.02885,65.839745
1205.6152,3218.3398
1758.5,1066.7275
3374.5254,53.31743
3938.0,2070.0
2342.349,3945.5
2945.5,3374.2725
