x,y
1738.4102,584.26935
541.49365,2803.0
3525.75,2858.3203
3431.5,1127.4071
66.0,134.41016
2229.0,55.0
2050.0,3867.795
1013.5,3845.3428
3261.6602,3943.4102
2685.7275,3050.705
802.1797,3286.0
2064.7917,2716.8782
2663.8782,409.0354
2915.2468,1233.7598
1746.5095,51.83667
3901.2532,2221.1602
3066.4102,2464.205
61.5,1314.4071
1292.5,1095.3494
2699.0,3596.5898
74.028854,2267.3462
2930.795,90.0
74.99038,651.63464
2053.3398,3386.0
2570.9712,2054.295
3908.0,703.71796
1144.5898,1516.0
67.839745,3059.8943
2665.9102,1646.266
3455.9038,98.0
534.87823,3938.6633
1526.3397,3192.0193
3540.7275,3432.5
1156.6443,50.227585
75.0,3865.3782
514.9521,2006.2275
3949.0,3107.0
556.0,135.58984
3879.6218,1534.0
1105.0354,2474.1218
1442.5,3843.1377
1900.9102,1339.3174
589.2501,825.3397
3419.5,2034.2981
3781.2468,3864.2275
3883.955,1129.0
1456.5,2025.3494
2218.1218,971.9711
3932.5,102.727585
3302.295,513.65063
