x,y
1564.3397,2612.0
50.698727,304.60254
2855.205,3552.4102
1795.5,3820.0994
1899.2468,3197.8108
1084.5,3027.5352
191.27242,3916.0833
3948.0,3802.4553
3335.109,1952.3206
2689.9968,285.5
72.99365,2904.7275
3864.622,1106.0
51.0,1089.1216
622.0,1276.4167
3252.7468,3405.5
64.5,2426.3494
3909.6152,52.0
2542.67,2817.5
570.0,2738.1858
2397.0,3945.0
3514.0867,3003.5
803.5,2313.33
3429.766,577.2245
744.641,3899.0
2986.1348,828.64105
565.38477,224.0
3936.952,2647.8206
864.5,577.87494
3174.4102,3940.564
1305.0704,3917.4102
1245.7148,1065.3845
1231.4583,1760.5
2728.705,1297.0162
80.49365,3374.6987
1786.5,111.31089
3098.4167,50.0
2948.6892,2889.5
2239.3398,1867.2051
3934.4807,662.34937
3934.1025,2173.2532
1015.6603,66.0
2147.6987,570.5641
3949.5,3192.125
1367.0,268.58984
52.794918,1809.0
3921.0,1507.0
2153.8848,2369.67
1687.0994,819.4327
2832.295,1853.7468
3418.5,2468.048
