x,y
2080.6506,1805.5
2575.795,2657.6602
2769.0,664.0
3948.282,3675.205
1356.2982,67.5
1337.5898,1047.0
2078.295,1073.5802
1839.484,63.089844
2587.0,3418.0
3944.452,2731.4263
65.20508,3926.8652
89.746826,1836.5
1543.2725,3852.8013
2073.6602,3895.0
1157.0,3349.6152
3347.0,3453.0
2863.0,80.0
898.34937,70.47461
1556.0,3279.4102
73.339745,3372.205
3359.5,1162.6506
3467.2532,3941.737
3044.3848,2378.0
3639.952,3102.1218
561.0289,3917.705
2588.0,3888.0
1822.0,612.0
51.634666,413.05466
984.5,2366.048
1679.3494,2258.1152
3934.8877,2119.5
2062.3398,2972.4102
624.2499,516.99036
3934.6602,52.0
3909.0,719.3397
2773.1152,2055.6506
3359.5,538.7468
345.33975,53.339745
2875.4905,1422.3558
3945.5,1624.0865
67.29492,2809.6506
97.028854,1211.9102
3064.0,3794.0
2301.5,60.06733
1580.0,1636.2051
826.7051,1343.1443
3352.8782,51.746826
3941.0,1154.3397
347.25317,2280.5
1056.2275,3928.4712
