x,y
3942.0,90.41016
3170.0,1835.6603
760.0,569.32056
900.6603,3932.6152
1186.9423,2755.7307
1609.5,2510.362
3612.6152,2686.0
3370.593,3775.5
1732.5,1686.3494
3892.0,3140.0
1071.0,3459.0
3205.1152,674.9711
3946.7532,1725.0417
67.0,1412.0
676.0,1026.3397
1465.7051,933.7468
677.41016,1523.0
2084.9905,2273.705
481.5,2104.2532
3945.5,1090.0288
781.0673,2923.955
2721.3174,1915.4519
3213.295,122.31089
3942.5,2279.0288
1240.0,1522.2051
2755.7725,731.5354
2935.795,3242.0962
1364.7725,84.15717
103.76607,678.5
2357.0,3921.4294
61.660255,3221.6538
1328.3397,3935.6218
3085.0,1275.6603
1911.1506,89.150635
54.0,3914.641
2591.2659,2845.8203
59.0,2102.0
258.58984,2720.6602
2224.5,1381.8877
3927.6987,3894.6025
78.32051,51.660255
3950.0,572.62836
658.8397,54.727585
2547.0,99.0
1790.7949,3929.5254
3088.0,2384.6152
2012.0,828.7949
1875.4199,3279.5608
2827.0,3878.0
538.8397,3637.2532
