x,y
2048.205,147.20508
1064.9519,2641.5
3943.705,1002.91345
2019.0,3468.0
1136.032,3859.0
2315.4583,853.8397
50.0,3293.205
3940.0,2188.0
3949.5,3949.0608
3391.7468,3348.7754
153.02885,70.70508
283.54483,2309.6152
669.045,71.384766
2462.1797,3703.3428
1774.0,2380.5898
3089.3398,1929.3397
50.407272,1629.2275
2793.0,441.20508
143.0,3871.0
2298.0,1474.0
3301.9102,2883.9905
2486.3494,70.5
1765.2051,1669.5898
694.0,737.86536
2398.8398,2048.407
3930.0,1532.0
2641.0,3224.75
3439.3909,707.0
2693.0,1706.0
3405.5,3867.6506
3341.3398,105.0
2891.0,3945.4102
3948.0,3256.0
1237.5,298.33667
3948.5,91.14429
1285.0,1970.2051
892.5,3417.6633
1571.5,72.650635
147.65717,1055.8397
565.41016,3945.4102
3939.2532,2652.1602
72.5,625.2532
2304.4102,2694.9807
427.84937,3038.6763
2092.3398,3915.0
660.0,1884.2755
1760.7275,1154.5
3051.0225,1150.2275
1511.8848,3164.7468
3475.6602,1616.0
