x,y
1711.3654,2402.2405
3603.0,2217.5898
2717.0,1255.0
2796.795,1686.5194
3925.0,54.0
2480.0,90.0
2028.6603,3371.205
3095.0864,3542.8398
2216.9744,3909.4197
88.5354,1007.1507
64.339745,2615.0
568.58984,2346.0
3924.6602,780.0
1387.5,1871.0992
2554.7725,3287.4326
531.3397,3767.1348
802.0,2914.205
3298.0,1866.0
1563.5898,1408.3848
70.37822,3947.0
1764.7532,70.18911
3186.6152,2720.4102
1208.0,80.384766
971.1797,3418.0
3310.0,1272.0
3538.8494,3936.7532
94.05771,57.339745
92.0,514.7564
50.50019,3216.7305
568.91364,911.4392
3904.0,2576.4102
3520.0,162.0
2382.2117,874.0
3947.6602,3709.0
1929.2245,1865.6506
1555.3206,3087.4102
1232.5128,3908.0
1184.638,694.2949
2046.7051,595.2724
3927.5,1840.6506
692.7949,169.0
3007.5,82.2724
3793.0674,3259.1604
3832.2468,1259.7532
1740.6218,3908.0703
987.9711,2102.5
81.0,1487.0
2877.0,3919.0
89.5,1970.875
2639.3557,2724.2275
