x,y
3771.1152,2725.2725
3634.5,1617.6506
2757.6506,1406.5
3519.9326,2290.705
2388.5,3902.7468
1749.7468,1816.2949
3412.3975,3922.6152
1239.3782,3933.0
54.5,3949.8557
3120.5,2955.6633
3356.0,51.0
2947.6187,124.08984
2417.5,2928.593
3950.0,3938.0
3908.9712,239.83975
1977.9937,126.33667
83.839745,648.3559
918.2051,1712.4552
545.5,3347.2532
2073.5,1019.08655
2527.0,2147.5898
670.5,3945.8684
1470.7468,139.5
274.0,1192.7949
109.38475,2348.6797
1192.0,2040.2501
1618.3397,2531.795
2019.5,3166.048
2951.3782,3398.0
1077.5,2706.8684
86.5,195.74683
572.0,205.66025
3920.8684,781.5
2198.7275,1742.5
1558.4102,595.7949
69.0,3255.6152
3889.0,2076.0
2467.6123,116.884766
3343.6123,1083.5
1915.6025,3908.5256
1643.2725,1275.5
3927.3494,1276.1603
2939.0,3914.0
3945.0,3470.955
976.7276,136.5
1389.0,3253.4102
98.0,1726.0
785.0,1092.0
3234.0674,623.5
3491.0288,3397.1152
