x,y
2647.3975,2565.205
653.05774,3934.0
1061.3367,2655.705
1516.9135,3908.5
2588.0288,230.5
2624.0,1903.0704
1864.5,366.7149
1063.6603,2106.3398
3267.3652,506.74683
3360.0898,3193.2725
1286.7275,59.5
2962.452,3522.7725
2152.314,2172.795
3941.0,593.2051
1631.3397,1875.6218
3172.6602,2659.0
58.0,3919.3716
3947.5,1116.2405
3213.0,1581.0
60.47441,1808.6603
1308.6091,3335.0
2295.0,2966.205
1311.0,1092.4552
876.0,59.37822
2028.9102,3902.2725
3911.4102,1879.0
3946.8652,56.35898
3657.4421,1410.5737
3939.0,3111.205
552.1603,3348.8557
1211.2725,475.5
1838.0898,3321.2725
2508.1152,1351.7468
454.16025,1649.7468
1904.6506,1113.545
1503.0865,2503.4102
3028.0,72.0
948.2468,1526.4712
407.83975,56.689114
3929.0,3711.0
79.0,1229.2051
2807.7275,781.5
595.2949,956.65063
2606.5,3923.2725
93.0,3090.6602
2128.0288,53.5
3199.0,3940.6602
249.5,2638.2532
51.339745,262.0
3939.0,2519.6602
