x,y
3376.2725,1657.5
96.339745,3474.205
56.679672,689.31085
989.5,2417.9133
776.3397,1874.0
3946.8076,95.0
3415.795,90.0
459.99057,528.7597
53.07695,58.0
2039.2565,667.7468
843.5,3232.3494
1268.7949,2750.795
2394.0,2519.3848
57.5,2306.7275
3937.048,1358.2949
2299.6152,3289.6152
3338.205,3886.205
112.8334,2862.205
3420.205,570.58984
56.660255,1776.4806
1591.0,89.339745
2136.6602,1417.5063
3947.2725,2390.1602
3296.7725,2125.5288
2498.5,67.384766
3129.9102,2631.0288
3939.6602,744.07697
1666.1152,3888.6506
2207.0,3875.0254
2042.0,64.79492
1599.1603,746.2532
1812.8397,2420.9133
50.746826,1220.8206
3936.705,1773.7275
3869.5,2915.407
1013.4071,67.839745
3244.4392,3276.8494
1584.487,1408.7245
810.92957,3940.6218
3474.205,996.58984
3841.7725,3470.8494
90.62178,3939.0
1676.0,3278.6602
2518.0962,1110.0
2281.5,1815.7468
2762.0,3889.0
430.0,2090.5898
3769.3782,3888.0
1162.6506,1649.5
929.37823,527.2243
