x,y
97.8686,50.18911
609.7949,647.0
3934.1152,1603.0608
3947.795,3950.0
113.246826,1660.8174
3928.0,2069.795
2339.3398,91.31435
2647.5,450.65063
95.589836,567.6603
3728.0,1246.3013
1768.2468,1794.1506
3429.0,2718.0
1296.045,2421.0
1640.2245,3903.3494
1612.7949,526.0
1426.7949,924.2051
2751.048,2195.295
1391.3397,3264.0
962.3397,2036.4102
3242.8203,1336.7949
97.08657,1110.5
3869.6602,60.339745
2911.5544,937.22455
2100.4102,3005.0
795.65063,3912.1152
134.75317,2948.5674
2862.9102,3493.0
3434.2532,744.0448
2592.6602,3941.6602
3419.3203,2080.0
3877.8652,578.0
156.45517,3530.6218
132.6795,2378.5898
2202.0,3713.0
758.5,3045.9646
3949.6506,3315.1602
3224.0,3947.6602
2456.0,3263.0
81.746826,3924.5
605.3974,127.339745
1168.1443,127.5
1764.0,103.339745
3233.0,87.0
2078.0898,2309.2725
2730.157,2807.468
3924.3398,2619.6797
988.5,1091.0674
1630.0896,2832.0
2717.2725,1514.5
1928.0,1104.5898
