x,y
3860.2725,1171.5
3947.0,437.0
2632.5,2440.2725
3026.0,886.4744
1495.1152,3912.8557
1779.2051,3171.0
3949.1218,2589.952
1789.5865,2006.9456
2608.3494,1352.468
2053.6765,314.5
56.884766,824.439
1455.0,2576.4102
3139.9807,3921.4102
1271.2051,427.66025
463.58023,2712.5
3496.0,1851.4102
2355.1602,3877.6633
3389.0,3219.0
3947.0,2129.6602
2925.5898,53.339745
2180.0,1691.7949
1182.7468,3302.2305
81.589836,1562.6603
3660.0,86.0
677.7083,844.6797
383.38477,1206.7949
2572.6152,632.37823
53.644287,114.471146
3461.5,2770.2532
2873.0,1851.3848
3936.0,1591.0
62.528854,3497.888
991.93274,3902.1602
1571.3782,56.384766
3864.4102,3950.0
3066.0,3490.4102
2541.4102,3034.0
934.9711,1892.5
2981.0,2871.6602
621.1603,3599.0674
3947.064,3512.3108
1896.0,3878.0
964.34937,55.839745
1801.0288,1092.5
57.02886,2953.5
68.339745,3950.0
1259.0,1313.3782
2476.6506,58.5
3496.3398,515.7949
50.0,2373.6985
