x,y
2839.2725,2401.5
1114.0,2337.0
533.15063,54.227585
192.0,3889.0
2359.0,540.6349
50.849365,2126.2468
122.0,3492.0
3915.1602,3401.67
885.0289,667.00635
3879.045,1825.4071
1847.8367,1371.657
99.849365,1112.138
3941.2532,79.88475
3860.0,1138.6987
1843.2468,3929.1826
2069.1602,3546.6826
1231.3367,1771.1603
143.34937,2665.0898
2332.5,1791.3494
3474.2532,75.5
3388.1152,736.0673
1091.1603,50.471336
2231.5193,2300.3494
3509.8652,2953.4102
2087.795,968.0
3886.0,2521.0
2104.3494,69.89746
113.246826,490.24683
788.5,2882.0288
1675.0,266.0
3928.2468,3948.5288
2640.2275,3452.5867
1483.1152,749.9519
820.61523,3904.0
1227.0,3904.4102
2505.5,2802.7275
3359.0,3722.0
3154.0,3159.4102
99.97132,1637.6763
982.5,3461.2083
2764.0,53.0
729.5,1854.0673
600.0,1014.0
1618.0,2431.795
3865.0288,558.5
2691.3848,1165.6217
56.62178,56.0
2728.2725,3929.5
3262.6152,1847.0
900.0,1366.0
