x,y
2029.2725,1583.0258
1687.5,3943.9712
3938.3398,3463.3206
2646.6348,3808.9326
3029.5,3128.2532
958.7051,78.00962
879.5,632.2532
2658.0,984.0
3170.5,706.4775
508.11523,2772.593
3156.0,1697.0
3533.0,2732.205
735.13464,2370.3782
1743.7275,2910.5
312.0,3273.6602
1190.0,3127.0
60.02886,1989.9102
2799.5,2563.8684
3949.205,881.0
2273.9133,347.08984
591.15063,3929.9583
2701.9712,85.839745
516.58984,1985.0
93.650635,1303.5
3301.7275,3455.1602
2107.0,2455.8652
3926.3303,80.08984
1525.9326,1970.8397
52.134666,530.3397
2654.362,1779.5
3171.295,1155.9519
3394.4775,2100.5
2168.795,900.13464
3931.5,1447.8557
2545.0,2958.0
53.724503,3920.9424
3939.0,2958.0
1815.9807,74.0
55.349365,2813.5
3943.2532,3946.5
649.58984,1191.0
1083.5995,3938.5
2243.795,3307.4167
3302.0,85.339745
1258.0,1065.0
336.34937,51.5
3925.4102,2290.3398
2231.0,3880.0
1445.5,510.08658
3297.3398,3947.0
