x,y
929.7949,99.0
3936.6602,987.28204
1488.7949,2098.0
2341.0,1987.7949
3434.5,3449.2532
52.5,2487.7468
341.3686,111.224495
2109.5,1590.6506
1299.9038,3890.0
787.7468,2211.8848
3179.2117,2271.0
1018.0,652.0
3652.7915,454.5
86.67949,531.0
2107.5,2569.7468
3925.205,3346.0
1986.3397,3146.0
82.79492,1124.6603
1094.9005,3241.0994
2659.545,2363.795
1164.0,1353.0
79.0,1586.3848
2899.0,3456.0
2462.7468,2876.955
3928.0,2714.8848
2971.795,1294.0
344.5,3370.0867
1855.5,3887.2725
3948.6218,94.339745
1531.1506,1054.138
1561.0,3405.0
1632.0,397.20508
3933.7468,1436.5
3920.455,3879.0
494.44556,855.2949
643.5,3920.2725
2524.6187,57.378418
3931.0,2039.314
3386.1348,774.0962
61.522507,3025.5
2014.7949,62.339745
605.37823,2701.0
2441.3398,3870.0
3292.4102,1561.3397
115.339745,3936.0
641.0,1816.0
3167.2405,58.160255
3360.0,3873.0
2116.0,587.0
3202.205,2871.0
