x,y
69.0,53.0
1336.9873,559.0
1192.3494,2770.5
2036.6603,2774.4102
2398.3687,3929.5
1079.5417,3943.1152
1645.7468,3940.1602
3947.7532,1603.9263
3794.157,539.5
2523.0608,2472.5383
1105.0,3323.6152
2311.3145,1300.0
3471.9421,3919.3267
1230.0,1086.5898
77.160255,535.91345
3188.0,2216.968
894.0,2192.5898
1938.0,3387.0
70.0,1168.7949
3720.0,3241.0
704.0,1073.0
2748.3848,1226.0
1627.6506,1805.2179
2645.1633,1875.2275
3184.0,1035.9038
3942.5,3844.3108
1050.7949,58.0
665.87823,2960.0674
668.0,3703.0
3305.4968,104.29492
3425.3398,2762.3848
67.839745,3327.9712
1859.3397,1226.0
3588.5898,893.67944
55.0,2480.3782
3645.7275,2128.5
1550.6506,2325.1602
1851.7725,369.5481
2829.6152,110.0
3949.0,2672.795
598.67316,334.74683
61.0,1663.0
3036.3398,2888.0
2391.7114,3228.6218
2971.4102,3910.0
1549.6152,3068.6602
83.0,3890.9038
2255.0,131.38475
664.7051,1796.2532
3878.0,84.339745
