x,y
1948.0,1402.7245
2369.1123,71.5
3636.0095,1829.1603
66.17969,1663.3333
1479.7726,1583.5
122.29492,2538.1123
219.58984,3037.4102
342.66025,2164.0
753.5,1681.6572
3354.5,578.9073
2744.3848,661.0
3840.8398,2920.2532
2956.7468,2474.5
488.0,345.0
3777.455,3945.0
2520.5159,3058.955
3353.7532,138.24683
1872.0,3732.0
3945.6602,116.92959
1277.7468,64.839745
1846.0,3071.3203
1014.3397,2392.3848
3194.2275,3936.1633
53.0,915.62177
2500.295,3846.3428
3948.0,2354.795
2153.5898,784.58984
56.0,3903.0
1761.7275,73.5
1150.9712,3901.8782
68.0,94.0
2699.125,1849.7051
3947.0,581.3397
3765.0,3405.205
3939.5,1244.484
1856.7949,2037.0
1430.3397,3572.0
595.9327,878.7501
1082.0,590.41016
1300.6794,2741.955
3524.5,2378.2083
2524.0,2627.827
2832.3848,147.58984
779.0,55.339745
1388.0288,2216.8848
585.0,3912.205
317.91342,3592.5
3105.2405,3389.5703
795.0,3037.5898
3255.0,1492.9296
