x,y
3416.3494,1249.7821
2500.3687,924.5
2844.4102,2003.4102
528.0,3937.8076
1909.0,1113.7949
1590.6603,2235.6602
3553.6602,326.79492
289.5,1843.8173
613.6859,3397.9905
1097.2468,2829.8235
534.7276,1010.8397
3949.0,3329.0
1552.9552,3755.3494
768.0,1752.0
3086.1218,2980.2725
2015.4102,2159.6152
574.5,62.746826
1890.0,89.0
2204.952,2764.0898
3153.3494,89.5
2732.5,3672.6506
3069.7275,625.1603
997.99036,60.87822
1480.5,242.40092
1271.5898,880.83997
3670.5,2854.7468
1762.2725,704.5
3747.7468,2344.5
3283.4102,2079.0
2600.205,87.339745
398.0,2413.5898
3869.4617,1744.2532
3948.1506,91.849365
2130.5,494.34937
3944.5,3926.2532
1746.0,2605.5898
2478.0,3231.0
1635.0,3279.6152
78.349365,3935.705
2348.0193,3891.4102
148.77242,61.246826
3003.0898,1584.2532
1176.0,1509.0
3137.5,3818.6506
1056.3013,3926.4102
104.0,2759.0
142.5,557.0673
1712.5898,1616.0
3918.705,932.6314
183.0,1305.0
