x,y
2484.9712,2687.4165
3916.2532,1447.8848
3131.5,289.15698
3904.8652,2063.0
1346.6891,134.29492
1020.0833,409.74683
952.0,3011.9934
1146.356,2462.5
992.0,3943.4102
3888.0,2626.0
2869.3203,3912.8684
2356.5,3346.2532
2047.0,100.0
3187.0,1536.2051
1869.2051,1997.7949
3018.705,2252.2725
1216.1797,1494.0
2945.2722,876.5
911.58984,3476.0
3541.1602,962.843
1524.5,964.34937
1456.5,2829.7468
2675.205,216.0
3283.0,2720.0
744.2051,1492.0
71.727585,577.5
3086.0,3259.3848
746.2501,704.7949
67.0,132.33975
623.2532,2055.3203
50.041748,3324.2083
62.217964,3949.9712
111.339745,2334.0
535.0,3944.0
2494.0,983.41016
3915.795,3262.6218
3948.0,297.37823
359.9296,2791.0
2340.545,1836.9807
2253.0,3926.0
140.77242,1659.3623
3546.6218,58.0
3943.0,813.0
1727.4904,3645.0417
3342.5,3904.2532
2058.6506,1056.5
61.0,1216.5448
3807.0,3909.6602
2787.6602,1679.0
560.0,127.339745
