x,y
51.769524,2183.0
2041.2275,1598.2275
1401.8848,807.66986
1099.5,1721.6187
830.2949,3146.6892
1881.6603,724.18585
3930.8108,2540.907
2209.1797,1137.8076
315.0,1460.5256
3076.423,3797.4583
1593.9519,3329.5
437.18912,55.631577
3938.593,78.51924
3919.0,1954.6152
2909.3398,73.69873
66.29492,3869.5928
3937.7532,609.4904
530.15063,3949.657
3947.0,3854.0
200.70508,865.1763
2681.2725,2311.1602
2452.3013,3591.5642
3811.6152,1432.7949
3199.5032,2930.4104
3581.67,3392.5
2896.9104,1929.7245
2131.5,3007.2532
799.4165,357.74683
2721.0,859.03845
2678.5898,2829.795
1934.2468,3919.7725
1324.0,1320.0
475.91016,2524.33
3734.0,963.0
1132.2051,2795.0
1929.0,2133.795
3487.705,3943.2725
3507.2725,2184.6797
558.0,2014.0
3394.3398,66.339745
84.330124,259.97443
2483.0,75.0
3949.5,3157.9902
1884.3206,78.0
1462.2949,3928.2725
1309.3367,56.5
3388.0,1358.0
53.29492,3037.4646
1413.3109,2458.5
3290.9905,601.42957
