x,y
708.45825,1734.8397
3949.0703,3101.0
2790.0,1246.5898
1811.0,172.58984
3087.2532,50.884758
3918.1152,1851.2725
1486.0,2535.0
2464.0,1955.6603
2894.6152,449.1797
317.0,972.41016
3453.4102,3277.205
2564.0,52.0
245.0481,561.5
1638.0288,1266.5
3356.8684,1251.7051
3949.7468,73.95518
862.5,338.1189
3069.5898,1587.0
853.2051,3899.8652
1591.2532,3264.705
1989.5,3883.849
143.6795,50.339745
3947.0,3850.6602
3940.3206,1269.2051
1167.1506,1658.2275
2440.0,3881.5833
1273.0,266.0
1794.5,1683.606
2316.0,370.20508
77.33667,2567.5
2171.3206,1259.0704
59.0,1406.0
2453.1797,3302.0
3004.0,3527.6602
700.47437,2230.4102
1176.7949,858.0
3947.5,616.2532
1032.3397,2615.3398
2096.205,2996.5898
50.29492,3948.3108
67.339745,1973.0
3199.0,2254.3848
72.08657,3015.5
3483.7468,3936.705
543.7084,3525.3845
3098.3203,2971.4583
3363.705,532.2532
2466.0,2400.5898
1455.0,3887.0
3945.4038,2515.2532
