x,y
3940.3398,1401.0
2220.1602,3937.6506
1675.0,3211.6602
62.493652,1193.6152
3948.8079,742.2532
2670.6218,435.0
1148.34,478.54175
1854.0,2706.0
225.5,2184.3494
1797.0288,3936.5
1616.0,1634.2051
1862.9296,934.58984
2599.9102,1510.6122
1187.3397,67.0
623.5,3930.8684
59.29492,74.202
973.8845,1871.5448
609.5,3405.2532
3915.0,2267.6218
169.65063,607.1603
2948.0,3806.0
1735.843,265.83975
2729.3848,2737.0
2198.0,2272.0
670.2724,998.08984
138.0,3939.6602
3562.0,1619.0
2863.4102,3352.6602
1487.0704,2280.9104
3447.593,3816.9102
1314.3848,1261.0
3400.593,419.6797
2449.0,827.0
2814.7532,2188.7532
3443.705,2437.4968
3227.1506,3140.1506
2983.9297,1398.0
3036.3013,117.0
52.5,1699.6891
3914.9712,2717.5
3948.1506,69.528854
3948.205,3827.0
54.58984,3410.205
530.4552,153.21162
1059.2532,3928.5
702.0,2575.6152
50.0,2723.0
2218.0,76.7245
1191.3494,3210.0898
2317.8494,3239.1313
