x,y
3949.0,83.0
3595.6152,2392.0
665.7245,2385.0
1491.7949,3417.0
3936.6152,1561.3397
2772.1892,994.657
1894.1155,3925.0
1012.5,3336.7468
3877.5,3947.2725
3106.5898,3547.0703
1668.7275,711.6797
2323.0,83.0
53.5,1300.388
540.08655,3875.5
1068.3685,50.67314
3937.0,1971.0
822.7468,1030.7051
77.839745,2180.6506
446.23413,1743.503
2249.7275,508.5
2943.6506,88.5
1325.0,3915.6602
318.74683,3177.5
2697.2659,3618.5
2401.3494,3932.5
2084.5,3416.9905
1989.0,1956.6152
843.2949,2844.8171
1488.5,2142.234
3196.8848,838.6603
2186.0,2772.4102
3433.0,1961.0
2449.0,2459.0
3472.0,88.77568
62.339745,2749.455
2920.0703,1952.4102
1667.5865,2947.5288
3522.0,1229.0
3891.3848,2922.0
3896.205,3371.2754
1193.0,1348.6603
70.0,60.0
65.5,579.2532
546.2405,54.5
3269.0,2801.205
51.88784,3884.2275
3948.0,720.6603
1544.407,50.5
2145.3848,1110.0
3455.0,3945.0
